scientificName,redlistCategory,top 1 label,top 1 prob,top 2 label,top 2 prob,top 3 label,top 3 prob,top 4 label,top 4 prob,top 5 label,top 5 prob,top 6 label,top 6 prob,range,population,habitats,threats,use_trade,rationale,taxonomic_notes
Bollmannia marginalis,LC,LC,0.9996008276939392,NT,0.0003453564131632447,VU,2.5020015527843498e-05,EN,1.5571249605272897e-05,EX,9.363529898109846e-06,CR,3.906003257725388e-06,"This species is known from the Gulf of California, Mexico south to Ecuador (Robertson and Allen 2024).&#160;The depth range is&#160;15-80 m (Robertson and Allen 2024).","<span style="""">This species&#160;can be common in western Panama and Costa Rica&#160;(D.R. Robertson pers. comm. 2024). It is known from at least 23 museum lots, with the largest lot containing at least seven individuals (FishNet2 online database accessed August 2023).&#160;</span>",This benthic species lives on muddy and sandy soft substrate (Van Tassell 2010).&#160;The maximum total length is 5.7 cm (Robertson and Allen 2024).,There are no known major threats.,This species is not utilized.,"This widely distributed, nearshore soft bottom species has no known major threats; therefore, it is listed as Least Concern.",
Bollmannia ocellata,LC,LC,0.9996192455291748,NT,0.000318432372296229,VU,2.7075913749285974e-05,EN,1.8525903215049766e-05,EX,1.1924626051040832e-05,CR,4.722755875263829e-06,"This species is distributed from the Gulf of California, Mexico to Ecuador (Robertson and Allen 2024).&#160;The depth range is&#160;15-120 m (Robertson and Allen 2024).","This species is common (D.R. Robertson pers. comm. 2024). It is known from at least 56 museum lots, with the largest lot containing at least 25 individuals (FishNet2 online database accessed August 2023).","This demersal species inhabits muddy sand substrate (Van Tassell 2010). It is carnivorous and planktivorous, feeding on mobile benthic worms and crustaceans (Van Tassell 2010).&#160;The maximum total length is 14 cm (Robertson and Allen 2024).",There are no known major threats.,This species is not utilized.,"This widely distributed, coastal soft bottom species has no known major threats; therefore, it is listed as Least Concern.",
Bollmannia stigmatura,LC,LC,0.9995735287666321,NT,0.0003694862825796008,VU,2.7079735446022823e-05,EN,1.6605308701400645e-05,EX,9.219666026183404e-06,CR,4.024878762720618e-06,"This species is<span style=""""> endemic to the eastern Pacific (Bedenbaugh 1988) and is distributed from the Gulf of California, Mexico to northern Peru</span> (Robertson and Allen 2024).&#160;The depth range is&#160;20-150 m (Robertson and Allen 2024).","This species is common and locally abundant (D.R. Robertson and J. Van Tassell pers. comm. 2024). It is known from at least 18 museum lots, with the largest lot containing at least 200 individuals (FishNet2 online database accessed August 2023).",This species inhabits mud and sand substrata (J. Van Tassell pers. comm. 2024) and feeds on mobile benthic worms and crustaceans (Van Tassell and Tornabene 2010). The maximum total length is 12 cm (Robertson and Allen 2024).,There are no known major threats.,This species is not utilized.,"This widely distributed, coastal soft bottom species is common and abundant and has no known major threats; therefore, it is listed as Least Concern.",
Bollmannia umbrosa,LC,LC,0.9996168613433838,NT,0.00032579590333625674,VU,2.571818004071247e-05,EN,1.6790898371255025e-05,EX,1.0499202289793175e-05,CR,4.244457159074955e-06,"This species is distributed in the Tropical Eastern Pacific from the Gulf of California, Mexico to northern Peru (Robertson and Allen 2024). A report from the Galapagos (Bedenbaugh 1988) requires verification. The depth range is 19-100 m (Robertson and Allen 2024, O. Domínguez&#160;pers. comm. 2024).","<span style="""">This species is&#160;common and locally abundant (O. Domínguez&#160;pers. comm. 2024).&#160;It&#160;is known from at least 58 museum lots, with the largest lot containing at least 75 individuals (FishNet2 online database accessed August 2023).&#160;</span>",This benthic species inhabits soft bottoms (Robertson and Allen 2024).&#160;The maximum total length is 13 cm (Robertson and Allen 2024).,There are no known major threats.,This species is not utilized.,"This widely distributed, deep-living soft bottom species has no known major threats; therefore, it is listed as Least Concern.",
Cerdale ionthas,LC,LC,0.9995970129966736,NT,0.0003384443116374314,VU,2.8247270165593363e-05,EN,1.920205249916762e-05,EX,1.2190607776574325e-05,CR,4.907539732812438e-06,This species is distributed in the Tropical Eastern Pacific from&#160;Costa Rica to Ecuador (Robertson and Allen 2024).&#160;The depth range is 0-2 m (Robertson and Allen 2024).,"This species is common and abundant, including in Colombia and Costa Rica (O. Domínguez pers. comm. 2024). It is known from at least 18 museum lots, with the largest lot containing seven individuals (FishNet2 online database accessed September 2023).","This species inhabits shallow rocky coasts, tide pools, and coarse sandy-beaches, and may be found in brackish waters, mangroves, and estuaries (Dawson 1974, Van Tassell 2010, Robertson and Allen 2024).&#160;The maximum total length is 7.5 cm (Robertson and Allen 2024).",There are no known major threats.,This species is not utilized.,"This common and abundant species occurs in a variety of shallow nearshore habitats and has a relatively small range on the Pacific coast from Costa Rica to Ecuador. There are no known major threats; therefore, it is listed as Least Concern.","The type specimens of this species were destroyed during the 1883 Indiana University fire (Dawson 1974). Therefore, Dawson (1974) designated USNM 207593 as the neotype."
Cerdale paludicola,LC,LC,0.999609649181366,NT,0.000326040928484872,VU,2.7837631932925433e-05,EN,1.9221533875679597e-05,EX,1.2337051884969696e-05,CR,4.907007678411901e-06,"This species is distributed in the Tropical Eastern Pacific from&#160;Costa Rica to Ecuador (Robertson and Allen 2024).&#160;The depth range is 0-2 m (Robertson and Allen 2024).<br/><br/>Based on clipping the distribution of this species to the 2020 WCMC global mangrove map, the area of mangrove within its range is about 4,053 km<sup>2</sup>, and therefore, the estimated area of occupancy (AOO) is inferred to be greater than 2,000 km<sup>2</sup>.","This species is not abundant (O. Domínguez pers. comm. 2024). It is known from the nine type specimens collected from 1966 to 1972, and was not abundant at any collection site (Dawson 1974). Due to its highly cryptic colouration, small size, and secluded habitat preferences, the collection of this species is exceedingly challenging, and it can easily be overlooked even with careful attention and the application of ichthyocides (Dawson 1974).<span style=""""><br/><br/></span>","This cryptic species is restricted to shallow mangrove swamps and marsh environments with soft or firm mud bottoms (Dawson 1974).&#160;During low tide, it takes refuge in crevices in rocky cliffs and irregularities in the substrate (Cobo-Viveros and Canter-Kintz 2015). The maximum total length is 8 cm (Robertson and Allen 2024).","This species is not a mangrove-obligate as it occurs in nearby rock areas but it may be locally impacted by the degradation of mangrove habitats. Between 1970 and 2006, 28-40% of the mangroves occurring in Ecuador were destroyed as a result of aquaculture (Castellanos-Galindo <em>et al.</em> 2015). In Colombia, ongoing gold mining and illicit agriculture may have negative impacts on the resilience of local mangroves due to pollution and sedimentation (Castellanos-Galindo&#160;<em>et al.</em>&#160;2015). Along the Pacific coasts of Costa Rica, Panama, and Colombia, 564 hectares of mangrove coverage was lost between 2000 and 2012, suggesting that while decline continues, the rate has decreased in recent years (López-Angarita<em> et al.</em> 2018).",This species is not utilized.,"This cryptic mangrove-associated species has a relatively small range on the Pacific coast from Costa Rica to Ecuador. The estimated area of occupancy (AOO) is inferred to be greater than 2,000 km<sup>2</sup>. Habitat degradation is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.",
Chriolepis cuneata,LC,LC,0.9996166229248047,NT,0.00031992638832889497,VU,2.7437203243607655e-05,EN,1.896138201118447e-05,EX,1.2200443052279297e-05,CR,4.832927970710443e-06,"This species has a disjunct distribution in the Tropical Eastern Pacific from the southwestern Gulf of California, Mexico and from Costa Rica to Gorgona Island, Colombia (Alzate <em>et al.</em> 2012, Robertson and Allen 2024).&#160;The depth range is 0-32 m (Robertson and Allen 2024).","This species is uncommon (L. Tornabene pers. comm. 2024). It is known from at least 14 museum specimens collected in 1961, 1965, 1969, and 1972 (Findley and Van Tassell 2010, iDigBio online database accessed August 2023).<br/><span style=""""><br/><br/></span>",This cryptic species is associated with subtidal rocky reefs (Findley and Van Tassell 2010).&#160;The maximum total length is 3.1 cm (Robertson and Allen 2015).,There are no known major threats.,This species is not utilized.,"This widely distributed, shallow rocky reef species has no known major threats; therefore, it is listed as Least Concern.",
Chriolepis minutilla,LC,LC,0.999617338180542,NT,0.00032276721321977675,VU,2.6419937057653442e-05,EN,1.7683358237263747e-05,EX,1.11933932203101e-05,CR,4.4849534788227174e-06,"This species is distributed in the Tropical Eastern Pacific from the western Gulf of California, Mexico (Robertson and Allen 2024). A record from the Pacific coast of Baja (Robertson and Allen 2024) requires verification (J. Van Tassell pers. comm. 2024). The depth range for this fish is&#160;10–45 m (Robertson and Allen 2024).<br/><br/>Based on a minimum convex polygon drawn around the extent of its range, the estimated extent of occurrence is 37,962 km<sup>2</sup>. The number of locations is presumably more than 10.","The general abundance of this species is unknown and it is not severely fragmented (L. Tornabene, D.R. Robertson, O. Domínguez, and J. Van Tassell pers. comm. 2024). It is known from at least 26 museum specimens collected in 1888, 1937, 1940, 1974, and 1990 (FishNet2 online database accessed August 2023).",This species occurs on rubble-sandy substrates at reef edges (Findley and Van Tassell 2010).&#160;The maximum total length is 3.2 cm (Robertson and Allen 2015).,"<span style="""">There are no known major threats.</span>",This species is not utilized.,"This nearshore reef-associated species has a small range in the western Gulf of California, Mexico. Its estimated extent of occurrence (EOO) is 37,962 km².&#160;There are no known major threats; therefore, it is listed as Least Concern.",
Chriolepis semisquamata,LC,LC,0.9995028972625732,NT,0.00044125772546976805,VU,2.7560245143831708e-05,EN,1.5585206710966304e-05,EX,8.746569619688671e-06,CR,3.9430419747077394e-06,This species is endemic to the Gulf of California (Salazar 2019) and is distributed along its central coastlines from&#160;Isla Ángel de la Guarda and&#160;Bahía de los Ángeles&#160;to&#160;La Boca de la Palma in the west and from Isla Nalasco and Isla San Ignacio in the east (Robertson and Allen 2024). The depth range is 2-20 m (Robertson and Allen 2024).,"<span style="""">This species&#160;is common and abundant (O. Domínguez and D.R. Robertson&#160;pers. comm. 2024). It&#160;is considered to be dominant in the central Gulf of California, although its relative abundance when compared to 81 other species collected across the Gulf was ~3% (Salazar 2019). Despite its intermediate level of abundance, it was observed frequently and may have sustained a higher relative abundance if it was collected in its ideal depth range, or during a time of the day when it is more active (Salazar 2019). It is known from at least 55 museum lots, with the largest lot containing at least 10 individuals (GBIF online database accessed February 2024).</span>",This reef-associated species inhabits rocky rubble and crevices and ledges of weed-covered rocky reefs&#160;(Robertson and Allen 2024).&#160;The maximum total length is 6.3 cm&#160;(Robertson and Allen 2024).,"Strong El Niño Southern Oscillation (ENSO) events are not considered a major threat to this species at this time, although the frequency and intensity of El Niño Southern Oscillation (ENSO) events is increasing (Cai <em>et al.</em> 2015). In the Gulf of California, intense heatwaves resulting from ENSO events have been known to decrease both biomass and species richness of rocky reef fish communities (Favoretto <em>et al.</em> 2022). Even noncommercial fishes and those occurring in MPAs have been negatively impacted by climate change related events, with rocky reef fish assemblages and geographic distributions being unnaturally altered (Favoretto <em>et al.</em> 2022).",This species is not utilized.,"This nearshore reef-associated species has a small range in the Gulf of California, Mexico and is common and abundant. There are no known major threats; therefore, it is listed as Least Concern.",This species was previously referred to as <em>Pycnomma semisquamatum</em>.
Clarkichthys bilineatus,LC,LC,0.9996097683906555,NT,0.00032585198641754687,VU,2.7879426852450706e-05,EN,1.9278317267890088e-05,EX,1.2371502634778153e-05,CR,4.919744242215529e-06,"This species is distributed in the Tropical Eastern Pacific from&#160;the southeast Gulf of California, Mexico south to Colombia, including the Galapagos and Cocos Island (Robertson and Allen 2024). Larvae of this species have been found as far north as Bahía Sebastián Vizcaíno in Baja California, Mexico (Jiménez-Rosenberg <em>et al.</em> 2020). Records from the northern Gulf of California (iDigBio online database accessed September 2023) require confirmation. The depth range is 0-10 m (Robertson and Allen 2024).","This species is common (D.R. Robertson and O. Domínguez pers. comm. 2024). It is known from at least 52 museum lots, with the largest lot containing at least three individuals (iDigBio online database accessed September 2023).","This cryptic species inhabits both rocky and coral reefs and high salinity tidepools (Van Tassell 2010, Robertson and Allen 2024)<span style="""">.&#160;It spawns at 34 mm in length, at which time it has well-developed, smooth oval eggs measuring 0.5-0.7 mm (Dawson 1974). T</span>he maximum total length is 6.5 cm (Robertson and Allen 2024).",This species may be locally impacted by coastal development.,This species is not utilized.,"This shallow reef-associated species is widely distributed and common. Coastal development is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.",
Eleotris annobonensis,EN,LC,0.9690442085266113,NT,0.02844889648258686,VU,0.0017064238199964166,EN,0.0004909912240691483,EX,0.00016936393512878567,CR,0.0001399805914843455,"This species is endemic to Bioko Island, São Tomé and Príncipe and Annobón Island in the Gulf of Guinea (da Costa <em>et al</em>. 2022). The depth range for this fish is 0–1 m (FishNet2 online database accessed October 2023).<br/><br/>Based on a minimum convex polygon drawn around the extent of its range, the estimated extent of occurrence (EOO) is 19,603 km². Based on a 2x2 km grid overlaid on all known occupied sites, the estimated area of occupancy (AOO) is 36 km² with a potential maximum of 348 km² (where the entirety of the shoreline is included). It is therefore inferred that the AOO is between 10 km² and 500 km². It is estimated to occur in four locations, based on the pervasive threat of mangrove loss and degradation on the four islands to which this species is restricted.",This species can be locally abundant (L. Tornabene pers. comm. 2024). It is known from at least 178 museum specimens collected in 1964 and 2001 (FishNet2 online database accessed October 2023).,"This demersal species inhabits brackish intertidal mangrove environments (Reiner 2019, Cravo 2021). The maximum total length for this fish is 9.1 cm (Reiner 2019).","This mangrove-associated species is threatened by habitat degradation. On Príncipe Island, the three small mangrove habitats which collectively occupy ~1.6 hectares face degradation from pollution, coastal erosion, and tannin extraction from the bark of mangrove trees (Cravo 2021). Some research suggests that the mangroves on Príncipe Island may be expanding, however, evidence remains limited (Cravo 2021). The human population has quintupled in Sao Tome and Principe since 1960. On São Tomé Island, mangroves are threatened by deforestation for agriculture, road construction, and timber harvesting as well as the introduction of exotic animal species, and global sea level rise (Haroun <em>et al</em>. 2018). The potential impact from direct exploitation (Cravo 2021) is not known but may represent an additional threat.",This species is commonly harvested for human consumption in the Praia Caixão mangrove area on the eastern part of Príncipe Island (Cravo 2021).,"This mangrove species has a restricted range in the oceanic islands of the Gulf of Guinea. Its estimated extent of occurrence (EOO) is 19,603 km² and its area of occupancy (AOO) is between 10 km² and 500 km². It is directly exploited for human consumption. It is impacted by mangrove loss and degradation throughout its range. It is estimated to occur in four locations, based on the number of islands to which it is restricted and the pervasive threat from habitat loss at all four islands. It is listed as Endangered (EN B2ab(iii,v)).",
Erotelis armiger,LC,LC,0.999559223651886,NT,0.00038062655949033797,VU,2.8291253329371102e-05,EN,1.7638387362239882e-05,EX,9.965812751033809e-06,CR,4.3379382077546325e-06,"This species is distributed in the Tropical Eastern Pacific from the tip of Baja California and the Gulf of California, Mexico to southern Colombia (Robertson and Allen 2024). The depth range is 0-5 m (Robertson and Allen 2024).","This species is not uncommon and can be locally abundant at some localities (D.R. Robertson pers. comm. 2024). It is known from 26 museum lots, with the largest lot containing at least 13 individuals (FishNet2 online database accessed September 2023).","This demersal species inhabits soft substrata such as mud, sand, or gravel in fresh or brackish water habitats, such as mangrove channels and estuaries (Winemiller 1983, Galván-Magaña <span style=""font-style: italic;"">et al.</span> 2000, Castellanos-Galindo <em>et al</em>. 2006, Angulo <em>et al.</em> 2013; 2015). The maximum total length is 12.5 cm (Robertson and Allen 2024).",This species may be locally impacted by coastal development and the degradation of mangrove habitats.,This species is not utilized.,"<p>This estuarine species is widely distributed. Estuarine degradation is not suspected to be driving a global decline approaching 30% at this time; therefore, it is listed as Least Concern.&#160;</p>",
Eugnathogobius mas,LC,LC,0.9986851811408997,NT,0.0011498642852529883,VU,7.818222366040573e-05,EN,4.906873436993919e-05,EX,2.4953986212494783e-05,CR,1.2761485777446069e-05,"This species is distributed in eastern India (Chilika Lake and Tamil Nadu), central and peninsular Thailand, and the Mekong Delta in Viet Nam (Larson 2009, as <em>Eugnathogobius microps </em>in&#160;Larson <em>et al</em>. 2022). The estimated depth range is&#160;0-20 m.<br/><span style=""""><br/><br/></span>","Due to confusion and misidentification of this species, population information is limited (Larson <em>et al</em>. 2022). This species is known from at least 17 museum specimens with an additional six type specimens that were lost (Larson 2009, as <em>Eugnathogobius microps</em>&#160;in Larson <em>et al</em>. 2022). It is easily overlooked and so the species may be more common than is presently thought.","<span style="""">This species inhabits sandy mud and fine mud bottoms in brackish and fresh waters, in mangrove forests, and tidal rivers (Larson <em>et al</em>. 2022).&#160;The Thailand specimens came from a “swift, tidal” river (Smith 1931), a “quite fresh” river (Smith 1945) and a small muddy creek in tall mangrove forest with substrate of sandy mud to fine mud, leaf litter and sticks (Larson 2009). The&#160;Indian specimens were collected from mangrove habitat among edible oyster patches.&#160;The maximum standard length is 2.6 cm (Larson <em>et al</em>. 2022).</span>",The degradation of mangrove and estuarine habitats may impact this species on a local level.,This species is not utilized.,"This estuarine species is known from a limited number of specimens and localities but has a fairly wide distribution and may be more common than is presently understood. Habitat degradation is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.","<span style="""">Previously assessed under the scientific name&#160;</span><span style=""background-color: rgb(255, 255, 255);""><em>Eugnathogobius microps</em> (Smith, 1931), t</span><span style="""">he name has been corrected from to <em>Eugnathogobius mas</em> (Hora, 1923), following Larson <em>et al</em>. (2022), who confirmed that <em>E. mas</em> (formerly <em>Glossogobius mas</em> Hora, 1923) and <em>E. microps</em> are the same species, and since <em>E. mas</em> (Hora, 1923) was described first, this name takes priority.</span>"
Evermannia erici,EN,NT,0.7231303453445435,LC,0.24117738008499146,VU,0.030921921133995056,EN,0.003467809408903122,CR,0.0008194886613637209,EX,0.0004830258840229362,"This species is endemic to the Pacific coast of Costa Rica and is patchily distributed within this range (Robertson and Allen 2024). The depth range for this fish is 0–4 m (Robertson and Allen 2024).<br/><br/>Based on a minimum convex polygon drawn around the extent of its range, the estimated extent of occurrence (EOO) is 11,905 km². Based on a 2x2 km grid overlaid on the localities with available sandy beach habitat, which is patchily distributed in its range, the estimated area of occupancy (AOO) is 364 km². It is estimated to occur in fewer than five locations, based on the major pervasive threat from coastal development.","This species is known from at least 178 museum specimens collected prior to 1983 (Bussing 1983, Angulo <em>et al</em>. 2015), and was abundant at Playa Tamarindo in Guanacaste Province, Costa Rica, with an estimated density of 10 individuals/m² (Bussing 1983). There are no additional specimens known since the ~1983 collection and the population is not severely fragmented (J. Van Tassell and D.R. Robertson pers. comm. 2024). Besides the material collected between 1979 and 1980, there are no additional records in the UCR collection and no records of recent collections nor records of verifiable observations. Appropriate surveys have been conducted in the areas and environments where the species could occur (e.g., Angulo <em>et al</em>. 2021), but it was not recorded (A. Angulo pers. comm. 2024).","This species forms colonies in the upper littoral zone of sandy beaches where it maintains small burrows in the fine-sand substrate (Bussing 1983). It remains within its burrow during high tide and can be found in shallow troughs (a few millimetres deep) and tide pools during low tide (Bussing 1983). This species is carnivorous, sifting through sand to consume small crustaceans and polychaetes (Bussing 1983). The maximum total length is 3 cm (Robertson and Allen 2024).","This species has a restricted distribution and shallow water habitat.&#160;Extensive coastal development for urbanization, aquaculture and tourism throughout its range may threaten this species (Jiménez 1994).&#160;<br/><br/>Strong El Niño Southern Oscillation (ENSO) events are not considered a major threat to this species at this time, although severe fish population declines have occurred in shallow waters of the Eastern Tropical Pacific in the past (e.g., Grove 1985, Guzmán and Cortés 1992, Edgar <em>et al</em>. 2009, Holbrook <em>et al</em>. 2020). As the frequency, intensity, and duration of ENSO events in the Eastern Tropical Pacific are projected to increase due to climate change (Glynn and Ault 2000, Soto 2001, Chen<em> et al.</em> 2004, Cai <em>et al</em>. 2015), research is needed to determine the potential impacts to this Eastern Tropical Pacific endemic.",This species is not utilized.,"This shallow species inhabits sandy shorelines and has a restricted and patchy range on the Pacific coast of Costa Rica. Its estimated extent of occurrence (EOO) is 11,905 km² and its estimated area of occupancy (AOO) is 364 km². It is only known from specimens collected in 1979–1980, and despite recent survey effort, it has not been recorded since and its population status is unknown. Its habitat is impacted by extensive coastal development and it is estimated to occur in fewer than five locations based on this threat. It is assessed as Endangered (EN B2ab(iii)). Research is needed to determine the population status of this species.",
Evermannia panamensis,LC,NT,0.6653489470481873,LC,0.30551794171333313,VU,0.02517755515873432,EN,0.0028591447044163942,CR,0.0006809215992689133,EX,0.0004153643094468862,This species is distributed in the Tropical Eastern Pacific from El Salvador to Panama (Robertson and Allen 2024).&#160;The depth range is&#160;0-5 m (Robertson and Allen 2024).,Populations of this species are patchily distributed but can be locally abundant (J. Van Tassell pers. comm. 2024). It is known from at least 132 museum specimens collected between 1896 and 2001 (FishNet2 online database accessed September 2023).,"This species inhabits tide pools with soft bottoms (Robertson an<span style="""">d Allen 2024), and&#160;intertidal mud flats along upper sandy beaches, estuaries, and mangroves (Van Tassell 2010). </span>The maximum total length is 4.5 cm (Robertson and Allen 2024).","Extensive coastal development for urbanization, aquaculture, and tourism throughout its range may threaten this shallow water species (Jiménez 1994) on a local level.",This species is not utilized.,"This shallow species occurs in tidepools and has a relatively small range from El Salvador to Panama and can be locally abundant. Coastal development is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.",
Gobionellus daguae,LC,LC,0.9994995594024658,NT,0.0004465195816010237,VU,2.685602339624893e-05,EN,1.5283767424989492e-05,EX,8.070363946899306e-06,CR,3.653246039903024e-06,"This species is distributed in the Tropical Eastern Pacific from eastern Panama to southern Colombia (Robertson and Allen 2024). It is known only from the lower Rio Culebra and Rio Mamoni in Panama and the mouths of the Rio Mira and Rio Dagua in Colombia (Pezold 2004). It likely occurs in estuaries that are present between these areas that have not been sampled (L. Tornabene pers. comm. 2024). The depth range is&#160;0-5 m (Robertson and Allen 2024).<br/><br/>Based on a minimum convex polygon drawn around the extent of its range, the estimated extent of occurrence (EOO) is 68,554 km<sup>2</sup>.","This species is not commonly seen given its habitat and the population is not severely fragmented (L. Tornabene, D.R. Robertson, O. Domínguez, and J. Van Tassell pers. comm. 2024). It is known from at least 11 museum specimens collected in 1970, 1985, and 2011 (FishNet2 online database accessed September 2023).","This demersal species inhabits shallow brackish water estuaries and sandy mud beaches with reeds (Pezold 2004, Robertson and Allen 2024).&#160;The maximum total length is 13.5 cm (Robertson and Allen 2024).",Coastal development and estuarine degradation may impact this species on a local level.,This species is not utilized.,"This shallow nearshore species has a small range on the Pacific coasts of Panama and Colombia and is expected to have a wider distribution at other estuary localities within this area. Coastal development and estuarine degradation are not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.&#160;Research is needed on population status and distribution.",
Gobionellus liolepis,LC,LC,0.9996154308319092,NT,0.0003229701251257211,VU,2.6954925488098525e-05,EN,1.870794039859902e-05,EX,1.1452282706159167e-05,CR,4.567195446725236e-06,"This species is distributed in the Tropical Eastern Pacific from Chiapas, Mexico south to Ecuador (Gómez-González <em>et al.</em> 2012, Robertson and Allen 2024). The depth range is&#160;0-30 m (Robertson and Allen 2024).","<span style="""">This species is&#160;common in parts of its range and possibly elsewhere (D.R. Robertson pers. comm. 2024). It&#160;is known from at least 37 museum specimens collected between 1912 and 2004 also known from five additional specimens in the AMNH collection (Pezold 2004, FishNet2 online database accessed September 2023, J. Van Tassell pers. comm. 2024).</span>&#160;This species occurred in surveys of fish communities conducted in 2003-2004&#160;in mangroves in Rio Palmar, Ecuador (Shervette 2007).","This species inhabits sandy beaches and nearshore waters, tidepools, and estuaries with soft bottoms (Pezold 2004, Robertson and Allen 2024). It has been found in artificial shrimp farms, and appears to tolerate freshwater in parts of its range (Cheek 2009, Robertson and Allen 2024). The maximum total length is 25 cm (Robertson and Allen 2024).",Habitat degradation from coastal development and shrimp farm propagation may impact this species in parts of its range (Shervette 2007).,This species is not utilized.,"This shallow nearshore species is somewhat widely distributed and common in parts of its range. Habitat degradation is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.",
Gobiopterus chuno,LC,LC,0.9996080994606018,NT,0.00033467524917796254,VU,2.5406381610082462e-05,EN,1.7712796761770733e-05,EX,9.981889888877049e-06,CR,4.129976787226042e-06,"This species is distributed throughout the Mekong Basin, and from Laos, Thailand, Cambodia, Viet Nam, Indonesia (Sumatra), India, Bangladesh, <span style="""">Peninsular Malaysia, and Singapore</span> (Mandal <em>et al</em>. 2012, Kottelat 2013, Roesma <em>et al</em>. 2020, D.&#160;<span style="""">Hoese and H.K. Larson pers. comm. 2024).</span>&#160;There is a possibility that the populations from South Asia are not conspecific with those from Southeast Asia (Ng 2010) and may represent a different species.&#160;Based on its habitat preferences, the inferred depth range is 0-10 m.",This species is locally abundant throughout the Indochinese Mekong (Taki <em>et al</em>. 2021).,"This species inhabits a variety of estuarine and freshwater habitats including lower river courses, swamps, and slow-flowing backwaters, where it is often found hovering in the water column (Ng 2010, Taki <em>et al</em>. 2021, Hoese and Larson 2024).&#160;A badly-needed taxonomic study might show it to be more restricted in habitat preference (Ng 2010).&#160;Females from Thailand appear to be gravid from January to May and may hold up to 238 eggs with an average diameter of 0.64 mm (Hoese and Larson 2024). The maximum total length is 4.2 cm (D. Hoese and H.K. Larson pers. comm. 2024).",Freshwater and estuarine habitat degradation likely impacts this species.,"This species is harvested in India and Sumatra for the aquarium trade (Mandal <em>et al</em>. 2012, Taki <em>et al</em>. 2021, H.K. Larson pers. comm. 2024). The closely-rel<span style="""">ated species&#160;<em>Gobiopterus lacustris</em> is a greatly esteemed delicacy in fish markets in the Philippines (D. Hoese and H. K. Larson pers. comm. 2024).</span>","This widely distributed estuarine species is locally abundant. Habitat degradation is not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern with a recommendation to conduct taxonomic research.","The taxonomy of the <em>Gobiopterus </em>genus is in a state of flux, there are likely misidentifications within museum collections, and a revision by H.K. Larson, Z. Jafaar and K. Conway, is in progress (Taki <em>et al</em>. 2021, H.K. Larson pers. comm. 2023).&#160;There is considerable confusion surrounding the identity of&#160;<em>Gobiopterus chuno</em>. At present, this appears to be a catch-all taxon for which populations from throughout south and southeast Asia have been lumped. It is likely that a close study would reveal the presence of more than one species lumped under this taxon (Ng 2010).&#160;In his key to the species of <em>Gobiopterus</em>, Smith (1945) differentiates <em>Gobiopterus chuno</em> from <em>G. brachypterus</em> on the basis that the former possesses a truncate caudal fin while the latter possesses a rounded caudal fin, however, this is merely sexual dimorphism (Taki <em>et al</em>. 2021). Voucher specimens of <em>Gobiopterus </em>species given by Rainboth <em>et al</em>. (2012), who recorded both <em>G. chuno</em> and <em>G. brachypterus</em> in the ""Greater Mekong Ecosystem"" need to be rechecked (Taki <em>et al</em>. 2021)."
Gobiosoma aceras,LC,LC,0.84512859582901,NT,0.14741924405097961,VU,0.005855968687683344,EN,0.0010499999625608325,CR,0.0002870203461498022,EX,0.0002591411175671965,This species is distributed in the Tropical Eastern Pacific from eastern El Salvador to Panama (Robertson and Allen 2024).&#160;The depth range is&#160;0-10 m (Robertson and Allen 2024).,"This species is not common throughout its range and the habitat is patchily distributed but the population is not severely fragmented (D.R. Robertson pers. comm. 2024). It is known from at least 14 museum lots, with the largest lot containing at least eight individuals (iDigBio online database accessed September 2023).","This species is found over soft mud, rock, and shell substrates in shallow estuaries, mangroves, and rocky tidepools (Robertson and Allen 2024).&#160;The maximum total length is 4.6 (Robertson and Allen 2024).","Extensive mangrove destruction due to urbanization, aquaculture and tourism has occurred within the range of this species (Jiménez 1994). Between 1979 and 2011, mangrove cover in Panama decreased by ~68%, and mangrove cover in Costa Rica decreased by ~39% (López-Angarita&#160;<em>et al.</em>&#160;2016). In Panama, degradation of coastal wetlands and mangrove habitats is projected to increase as infrastructure grows (López-Angarita <em>et al.</em> 2016). However, this species also occurs in other nearshore habitats and it is not dependent on mangroves (D.R. Robertson pers. comm. 2024).",This species is not utilized.,"This estuarine and mangrove species has a small range from El Salvador to Panama. Mangrove and estuarine degradation are not suspected to be causing a global decline approaching 30% at this time; therefore, it is listed as Least Concern.",This species was previously in the genus <em>Enypias</em> (Tornabene and Van Tassell 2014).
